exp;ntasks;memory;dispatch;wait
thread;14;114688;2563781;396334
thread;14;114688;2570415;364104
thread;14;114688;2529308;364188
thread;14;114688;2576560;387983
thread;14;114688;2570457;364839
thread;14;114688;2559485;382529
thread;14;114688;2551434;364071
thread;14;114688;2590255;387969
thread;14;114688;2570513;364450
thread;14;114688;2589482;363405
thread;14;114688;2558731;363137
thread;14;114688;2555930;363818
thread;14;114688;2575074;363823
thread;14;114688;2587658;385713
thread;14;114688;2556017;364469
thread;14;114688;2586851;366702
thread;14;114688;2561080;366236
thread;14;114688;2557996;363705
thread;14;114688;2586690;364273
thread;15;122880;2738030;386112
thread;15;122880;2756888;380347
thread;15;122880;2743311;382516
thread;15;122880;2739620;385453
thread;15;122880;2769008;387264
thread;15;122880;2757969;394814
thread;15;122880;2744880;395463
thread;15;122880;2685895;381677
thread;15;122880;2754431;383286
thread;15;122880;2773325;379731
thread;15;122880;2776833;397523
thread;15;122880;2743998;365534
thread;15;122880;2743224;382830
thread;15;122880;2771895;397609
thread;15;122880;2771499;384008
thread;15;122880;2756501;387239
thread;15;122880;2737058;382453
thread;15;122880;2730364;395087
thread;15;122880;2755729;387506
thread;15;122880;2757737;396460
thread;15;122880;2744387;383375
thread;15;122880;2755809;382515
thread;15;122880;2770703;396584
thread;15;122880;2713073;388715
thread;15;122880;2756649;383558
thread;15;122880;2741525;397630
thread;15;122880;2746836;396107
thread;15;122880;2744251;398794
thread;15;122880;2714546;384279
thread;15;122880;2758789;379413
thread;15;122880;2772049;381608
thread;15;122880;2743779;387741
thread;15;122880;2768102;387389
thread;15;122880;2759025;382886
thread;15;122880;2756002;381090
thread;15;122880;2742818;398568
thread;15;122880;2715558;388702
thread;15;122880;2760167;383000
thread;15;122880;2756038;385582
thread;15;122880;2768942;387240
thread;15;122880;2759909;382083
thread;15;122880;2727941;385210
thread;15;122880;2741693;387193
thread;15;122880;2759115;386039
thread;15;122880;2757791;386234
thread;15;122880;2742576;386198
thread;15;122880;2740583;387175
thread;15;122880;2762363;379933
thread;15;122880;2757824;395507
thread;15;122880;2717983;395486
thread;16;131072;2921258;369175
thread;16;131072;2958022;361319
thread;16;131072;2996771;389919
thread;16;131072;2911788;363486
thread;16;131072;2943368;385574
thread;16;131072;2892404;362419
thread;16;131072;2928160;383172
thread;16;131072;2939625;366715
thread;16;131072;2964839;357117
thread;16;131072;2916164;385318
thread;16;131072;2923002;386154
thread;16;131072;2940092;385452
thread;16;131072;2923729;385525
thread;16;131072;2925683;385565
thread;16;131072;2939710;362031
thread;16;131072;2956015;384569
thread;16;131072;2925163;361492
thread;16;131072;2943903;385467
thread;16;131072;2951214;382280
thread;16;131072;2924473;383676
thread;16;131072;2963340;376547
thread;16;131072;2951854;381016
thread;16;131072;2951072;383045
thread;16;131072;2985195;384628
thread;16;131072;2952467;383381
thread;16;131072;2948106;356967
thread;16;131072;2954999;362712
thread;16;131072;2957960;381010
thread;16;131072;2952187;386285
thread;16;131072;2911722;365066
thread;16;131072;2940454;360800
thread;16;131072;2955487;380627
thread;16;131072;2938753;381266
thread;16;131072;2912773;362056
thread;16;131072;2927854;361594
thread;16;131072;2956786;365767
thread;16;131072;2956206;381419
thread;16;131072;2952719;381396
thread;16;131072;2920286;363079
thread;16;131072;2926810;362708
thread;16;131072;2928012;362340
thread;16;131072;2930683;386743
thread;16;131072;2911880;361979
thread;16;131072;2932168;363923
thread;16;131072;2882404;382060
thread;16;131072;2920006;362122
thread;16;131072;2953837;359712
thread;16;131072;2912091;362734
thread;16;131072;2927226;380681
thread;16;131072;2954232;382532
thread;17;139264;3140128;363343
thread;17;139264;3139152;362570
thread;17;139264;3086158;382260
thread;17;139264;3123635;362719
thread;17;139264;3111674;362817
thread;17;139264;3092173;366939
thread;17;139264;3141876;360579
thread;17;139264;3082122;360139
thread;17;139264;3109989;385914
thread;17;139264;3079623;374109
thread;17;139264;3130133;378569
thread;17;139264;3107409;363355
thread;17;139264;3134066;372234
thread;17;139264;3145020;361744
thread;17;139264;3123925;372886
thread;17;139264;3097925;383222
thread;17;139264;3111839;361928
thread;17;139264;3139462;386480
thread;17;139264;3125869;383854
thread;17;139264;3167205;368359
thread;17;139264;3112065;361536
thread;17;139264;3141329;379484
thread;17;139264;3076964;362746
thread;17;139264;3112983;361923
thread;17;139264;3116225;366343
thread;17;139264;3111239;362865
thread;17;139264;3112172;368179
thread;17;139264;3130723;367200
thread;17;139264;3110851;362746
thread;17;139264;3086431;362682
thread;17;139264;3117311;368543
thread;17;139264;3083614;380505
thread;17;139264;3137401;362128
thread;17;139264;3143781;360443
thread;17;139264;3111892;387740
thread;17;139264;3138032;360189
thread;17;139264;3084001;383133
thread;17;139264;3108858;360014
thread;17;139264;3113309;362382
thread;17;139264;3145344;387975
thread;17;139264;3098576;360181
thread;17;139264;3119798;393514
thread;17;139264;3123051;362341
thread;17;139264;3069491;374139
thread;17;139264;3128956;387340
thread;17;139264;3111791;361665
thread;17;139264;3085716;361226
thread;17;139264;3114495;368790
thread;17;139264;3139398;385137
thread;17;139264;3076223;365586
thread;19;155648;3511371;380095
thread;19;155648;3476576;366415
thread;19;155648;3485238;366258
thread;19;155648;3480284;382236
thread;19;155648;3475445;366355
thread;19;155648;3454602;366760
thread;19;155648;3509686;385251
thread;19;155648;3503320;364730
thread;19;155648;3461733;400832
thread;19;155648;3511257;381949
thread;19;155648;3504201;383247
thread;19;155648;3447327;381543
thread;19;155648;3476020;366700
thread;19;155648;3454325;383463
thread;19;155648;3504214;384244
thread;19;155648;3493495;363224
thread;19;155648;3497560;381621
thread;19;155648;3477455;378164
thread;19;155648;3492235;367284
thread;19;155648;3507742;384042
thread;19;155648;3504287;362637
thread;19;155648;3452038;367193
thread;19;155648;3484093;366546
thread;19;155648;3480406;362723
thread;19;155648;3507896;384504
thread;19;155648;3493266;366437
thread;19;155648;3510165;383616
thread;19;155648;3397475;395050
thread;19;155648;3514849;367258
thread;19;155648;3509180;367234
thread;19;155648;3457929;392360
thread;19;155648;3473989;383991
thread;19;155648;3474367;384408
thread;19;155648;3493011;367781
thread;19;155648;3450167;368185
thread;19;155648;3513839;382247
thread;19;155648;3503491;384175
thread;19;155648;3505392;362277
thread;19;155648;3481775;383336
thread;19;155648;3509881;386134
thread;19;155648;3478352;388990
thread;19;155648;3493692;366197
thread;19;155648;3507456;367670
thread;19;155648;3486817;361676
thread;19;155648;3507991;367103
thread;19;155648;3516768;383579
thread;19;155648;3492810;365955
thread;19;155648;3482051;363929
thread;19;155648;3449605;385678
thread;19;155648;3504289;367390
thread;20;163840;3685516;363927
thread;20;163840;3640510;366455
thread;20;163840;3628074;364338
thread;20;163840;3724476;383641
thread;20;163840;3690836;383864
thread;20;163840;3689689;364183
thread;20;163840;3666606;366124
thread;20;163840;3662027;365894
thread;20;163840;3694178;365895
thread;20;163840;3694843;366314
thread;20;163840;3666098;366636
thread;20;163840;3667748;386907
thread;20;163840;3676451;386137
thread;20;163840;3687600;367024
thread;20;163840;3665390;365513
thread;20;163840;3690136;365926
thread;20;163840;3693005;387922
thread;20;163840;3679506;382719
thread;20;163840;3656820;366392
thread;20;163840;3697951;363986
thread;20;163840;3694599;387540
thread;20;163840;3676550;366509
thread;20;163840;3692286;366646
thread;20;163840;3692187;387731
thread;20;163840;3676960;366544
thread;20;163840;3694596;366194
thread;20;163840;3666000;365896
thread;20;163840;3666284;363995
thread;20;163840;3693905;366061
thread;20;163840;3693545;366127
thread;20;163840;3636088;387403
thread;20;163840;3660171;365575
thread;20;163840;3694824;365503
thread;20;163840;3641762;379691
thread;20;163840;3690165;364364
thread;20;163840;3656169;367949
thread;20;163840;3641574;373581
thread;20;163840;3696730;385807
thread;20;163840;3679080;365769
thread;20;163840;3703517;350484
thread;20;163840;3677284;385942
thread;20;163840;3687351;366677
thread;20;163840;3609182;366396
thread;20;163840;3696417;364767
thread;20;163840;3667443;364879
thread;20;163840;3638698;366395
thread;20;163840;3637436;366517
thread;20;163840;3662029;366409
thread;20;163840;3665106;366139
thread;20;163840;3639889;385887
thread;21;172032;3859475;386728
thread;21;172032;3865417;398118
thread;21;172032;3847743;386129
thread;21;172032;3841751;387699
thread;21;172032;3866208;384494
thread;21;172032;3862883;400758
thread;21;172032;3882518;384710
thread;21;172032;3848262;385071
thread;21;172032;3860719;385083
thread;21;172032;3875746;387257
thread;21;172032;3863728;396895
thread;21;172032;3878627;386778
thread;21;172032;3861180;387864
thread;21;172032;3860735;388273
thread;21;172032;3862154;383711
thread;21;172032;3846153;400445
thread;21;172032;3853529;361046
thread;21;172032;3878611;397001
thread;21;172032;3852327;385391
thread;21;172032;3865385;387362
thread;21;172032;3863776;398410
thread;21;172032;3877457;384809
thread;21;172032;3817241;386071
thread;21;172032;3862849;386510
thread;21;172032;3862760;385359
thread;21;172032;3870059;385682
thread;21;172032;3847057;386526
thread;21;172032;3861425;385252
thread;21;172032;3843976;386069
thread;21;172032;3873148;394644
thread;21;172032;3880086;395633
thread;21;172032;3856019;386075
thread;21;172032;3864707;386816
thread;21;172032;3864279;398749
thread;21;172032;3877475;385089
thread;21;172032;3842940;387378
thread;21;172032;3862733;385058
thread;21;172032;3875893;386314
thread;21;172032;3862752;385798
thread;21;172032;3861021;385623
thread;21;172032;3878793;382516
thread;21;172032;3860809;384746
thread;21;172032;3910032;381888
thread;21;172032;3847850;394172
thread;21;172032;3870506;393701
thread;21;172032;3861641;365207
thread;21;172032;3817467;387072
thread;21;172032;3860130;384909
thread;21;172032;3879119;398338
thread;21;172032;3874443;388093
thread;22;180224;4064212;384672
thread;22;180224;4056764;364410
thread;22;180224;4034713;364703
thread;22;180224;4063390;364208
thread;22;180224;4061605;384141
thread;22;180224;4028449;365449
thread;22;180224;4059196;364376
thread;22;180224;4064063;364819
thread;22;180224;4034249;385496
thread;22;180224;4045562;385209
thread;22;180224;4056659;385865
thread;22;180224;4047099;383346
thread;22;180224;4060659;364088
thread;22;180224;4059651;384423
thread;22;180224;4057905;387064
thread;22;180224;4045079;364266
thread;22;180224;4033408;385566
thread;22;180224;4028426;365251
thread;22;180224;4029587;363838
thread;22;180224;4064419;384762
thread;22;180224;4058323;364483
thread;22;180224;4031252;386043
thread;22;180224;4046326;364322
thread;22;180224;4064131;364874
thread;22;180224;4033244;364993
thread;22;180224;4037134;383465
thread;22;180224;4025691;364819
thread;22;180224;4064098;383793
thread;22;180224;4056813;385754
thread;22;180224;4028730;383459
thread;22;180224;4061857;362233
thread;22;180224;4031879;384045
thread;22;180224;4057509;363984
thread;22;180224;4060325;383946
thread;22;180224;4057082;364395
thread;22;180224;4063805;383959
thread;22;180224;4056251;365425
thread;22;180224;4033912;383263
thread;22;180224;4029286;365561
thread;22;180224;4032531;364810
thread;22;180224;4034215;365390
thread;22;180224;4058557;373063
thread;22;180224;4032525;387757
thread;22;180224;4017339;384568
thread;22;180224;4028993;364645
thread;22;180224;4065056;384051
thread;22;180224;4058221;385860
thread;22;180224;4045492;382911
thread;22;180224;4028697;365259
thread;22;180224;4031518;364286
thread;23;188416;4244665;365604
thread;23;188416;4245759;364660
thread;23;188416;4248474;381153
thread;23;188416;4240173;364427
thread;23;188416;4245895;383312
thread;23;188416;4274834;364207
thread;23;188416;4251093;363774
thread;23;188416;4280059;385432
thread;23;188416;4222378;391165
thread;23;188416;4213693;363389
thread;23;188416;4217218;362464
thread;23;188416;4246336;363701
thread;23;188416;4221099;365134
thread;23;188416;4245854;363988
thread;23;188416;4219692;364576
thread;23;188416;4247576;362043
thread;23;188416;4249037;396157
thread;23;188416;4244938;363995
thread;23;188416;4247806;384285
thread;23;188416;4233357;390833
thread;23;188416;4240849;389587
thread;23;188416;4236082;358140
thread;23;188416;4255200;351028
thread;23;188416;4232703;383681
thread;23;188416;4202621;381975
thread;23;188416;4215052;362381
thread;23;188416;4234811;363758
thread;23;188416;4218689;381443
thread;23;188416;4213637;384156
thread;23;188416;4247638;358898
thread;23;188416;4218833;364210
thread;23;188416;4246638;364196
thread;23;188416;4215814;364703
thread;23;188416;4219737;383983
thread;23;188416;4244859;363199
thread;23;188416;4216529;363962
thread;23;188416;4210603;363931
thread;23;188416;4245761;364134
thread;23;188416;4248516;363552
thread;23;188416;4239166;384123
thread;23;188416;4209818;363905
thread;23;188416;4217333;363690
thread;23;188416;4247978;362290
thread;23;188416;4216825;363727
thread;23;188416;4220909;379648
thread;23;188416;4245529;385891
thread;23;188416;4230026;364368
thread;23;188416;4220607;351366
thread;23;188416;4201970;386121
thread;23;188416;4230668;362366
thread;24;196608;4394830;390240
thread;24;196608;4415567;392784
thread;24;196608;4404111;383301
thread;24;196608;4387363;382434
thread;24;196608;4415197;384462
thread;24;196608;4401306;385030
thread;24;196608;4418577;397618
thread;24;196608;4393119;382471
thread;24;196608;4396779;382796
thread;24;196608;4425802;382674
thread;24;196608;4425280;364839
thread;24;196608;4376343;384680
thread;24;196608;4464861;395313
thread;24;196608;4404273;394872
thread;24;196608;4433980;396107
thread;24;196608;4374706;382890
thread;24;196608;4387763;393974
thread;24;196608;4432735;394400
thread;24;196608;4403087;386596
thread;24;196608;4418146;385214
thread;24;196608;4446977;383350
thread;24;196608;4398776;391216
thread;24;196608;4369499;384539
thread;24;196608;4387671;385397
thread;24;196608;4413803;387842
thread;24;196608;4413601;385175
thread;24;196608;4414754;386195
thread;24;196608;4420860;357973
thread;24;196608;4405225;398082
thread;24;196608;4405500;395651
thread;24;196608;4401924;383538
thread;24;196608;4427951;392192
thread;24;196608;4435202;391702
thread;24;196608;4437290;384768
thread;24;196608;4399478;382646
thread;24;196608;4396120;385955
thread;24;196608;4385479;382711
thread;24;196608;4393794;383283
thread;24;196608;4397688;392802
thread;24;196608;4392783;382414
thread;24;196608;4433779;397308
thread;24;196608;4432735;394400
thread;24;196608;4436918;396424
thread;24;196608;4464877;385044
thread;24;196608;4416761;384758
thread;24;196608;4414898;381110
thread;24;196608;4397702;385343
thread;24;196608;4422227;393993
thread;24;196608;4439130;397849
thread;24;196608;4439016;395307
thread;25;204800;4603160;362911
thread;25;204800;4585729;383784
thread;25;204800;4598356;389373
thread;25;204800;4597195;383820
thread;25;204800;4569500;385586
thread;25;204800;4597675;363300
thread;25;204800;4613856;363155
thread;25;204800;4557978;384864
thread;25;204800;4597528;384011
thread;25;204800;4597814;363260
thread;25;204800;4613489;363764
thread;25;204800;4592286;382440
thread;25;204800;4581935;382338
thread;25;204800;4550910;364140
thread;25;204800;4617792;385446
thread;25;204800;4613700;382137
thread;25;204800;4583554;388197
thread;25;204800;4598620;381768
thread;25;204800;4574841;369714
thread;25;204800;4620173;392320
thread;25;204800;4620305;394761
thread;25;204800;4613988;363362
thread;25;204800;4614042;364158
thread;25;204800;4588927;381459
thread;25;204800;4582396;383794
thread;25;204800;4581961;384238
thread;25;204800;4597334;382672
thread;25;204800;4615695;381518
thread;25;204800;4582409;362726
thread;25;204800;4577619;362641
thread;25;204800;4604435;381831
thread;25;204800;4581390;391723
thread;25;204800;4554167;361359
thread;25;204800;4548379;383843
thread;25;204800;4599962;362930
thread;25;204800;4600760;370935
thread;25;204800;4598844;381729
thread;25;204800;4581553;362491
thread;25;204800;4612450;389645
thread;25;204800;4579145;384557
thread;25;204800;4601115;381920
thread;25;204800;4601390;385898
thread;25;204800;4615819;384379
thread;25;204800;4570276;384031
thread;25;204800;4600254;360089
thread;25;204800;4578745;363020
thread;25;204800;4587136;362595
thread;25;204800;4614740;382282
thread;25;204800;4584537;383893
thread;25;204800;4597604;385510
thread;26;212992;4791626;362925
thread;26;212992;4798683;360864
thread;26;212992;4765020;361483
thread;26;212992;4810014;363144
thread;26;212992;4740775;383943
thread;26;212992;4782768;362190
thread;26;212992;4770749;388133
thread;26;212992;4767017;360973
thread;26;212992;4801611;361518
thread;26;212992;4799253;361964
thread;26;212992;4800996;362890
thread;26;212992;4769343;362999
thread;26;212992;4804712;357366
thread;26;212992;4805960;393721
thread;26;212992;4776838;349128
thread;26;212992;4793336;362478
thread;26;212992;4800019;363157
thread;26;212992;4778146;383410
thread;26;212992;4788035;362606
thread;26;212992;4800064;362959
thread;26;212992;4780448;356445
thread;26;212992;4761134;362759
thread;26;212992;4772817;361594
thread;26;212992;4798696;383728
thread;26;212992;4790917;392101
thread;26;212992;4770245;360411
thread;26;212992;4799427;382555
thread;26;212992;4796306;361316
thread;26;212992;4769059;363131
thread;26;212992;4713184;362348
thread;26;212992;4741491;363033
thread;26;212992;4770801;362126
thread;26;212992;4776428;356756
thread;26;212992;4771147;358839
thread;26;212992;4801542;363141
thread;26;212992;4805072;361986
thread;26;212992;4802131;361631
thread;26;212992;4762637;361666
thread;26;212992;4767773;362674
thread;26;212992;4768976;362745
thread;26;212992;4797936;362506
thread;26;212992;4801444;382080
thread;26;212992;4795272;361190
thread;26;212992;4798275;362795
thread;26;212992;4772096;362317
thread;26;212992;4770089;362932
thread;26;212992;4760576;362718
thread;26;212992;4778796;361277
thread;26;212992;4765653;362787
thread;26;212992;4736892;378113
thread;27;221184;4939054;394747
thread;27;221184;4957714;390968
thread;27;221184;4934843;381356
thread;27;221184;4981811;382662
thread;27;221184;4920238;381432
thread;27;221184;4941766;381300
thread;27;221184;4970003;394359
thread;27;221184;4964798;374945
thread;27;221184;4938267;382845
thread;27;221184;4916548;393227
thread;27;221184;4932087;382400
thread;27;221184;4864351;383421
thread;27;221184;4951726;380867
thread;27;221184;4949133;380862
thread;27;221184;4985049;361164
thread;27;221184;4927900;360581
thread;27;221184;4944997;380810
thread;27;221184;4958154;394026
thread;27;221184;4945519;391256
thread;27;221184;4988942;394221
thread;27;221184;4993255;390481
thread;27;221184;4988542;393959
thread;27;221184;4987118;391052
thread;27;221184;4955675;383451
thread;27;221184;4943867;391235
thread;27;221184;4955746;390775
thread;27;221184;4974668;390455
thread;27;221184;4982874;379733
thread;27;221184;4925174;390217
thread;27;221184;4956780;356052
thread;27;221184;4957593;394351
thread;27;221184;4971051;381652
thread;27;221184;4970174;381903
thread;27;221184;4941305;380567
thread;27;221184;4988960;381140
thread;27;221184;4969026;383409
thread;27;221184;4979726;396001
thread;27;221184;4991840;380812
thread;27;221184;4940909;392110
thread;27;221184;4937646;383195
thread;27;221184;4957278;396140
thread;27;221184;4987078;390904
thread;27;221184;4927958;382776
thread;27;221184;4938020;381285
thread;27;221184;4946239;381761
thread;27;221184;4924764;395819
thread;27;221184;4943209;383540
thread;27;221184;4915648;394397
thread;27;221184;4937231;383215
thread;27;221184;4975365;392808
thread;28;229376;5168804;381166
thread;28;229376;5151466;361326
thread;28;229376;5144293;382394
thread;28;229376;5153099;379678
thread;28;229376;5174107;355321
thread;28;229376;5172616;380716
thread;28;229376;5174624;354868
thread;28;229376;5167061;380495
thread;28;229376;5135680;379896
thread;28;229376;5140986;359781
thread;28;229376;5168719;383584
thread;28;229376;5150763;381415
thread;28;229376;5122178;380806
thread;28;229376;5160690;380697
thread;28;229376;5161153;381191
thread;28;229376;5163195;380988
thread;28;229376;5109230;377145
thread;28;229376;5162325;361247
thread;28;229376;5143387;383766
thread;28;229376;5133997;381050
thread;28;229376;5163097;383402
thread;28;229376;5151928;361533
thread;28;229376;5140488;382226
thread;28;229376;5125178;360778
thread;28;229376;5128149;386976
thread;28;229376;5149727;379578
thread;28;229376;5149741;356998
thread;28;229376;5125921;358581
thread;28;229376;5090627;367947
thread;28;229376;5167279;380861
thread;28;229376;5162470;376712
thread;28;229376;5167706;360084
thread;28;229376;5131186;361753
thread;28;229376;5102212;378370
thread;28;229376;5107823;360987
thread;28;229376;5144212;380540
thread;28;229376;5148835;362081
thread;28;229376;5154779;360263
thread;28;229376;5140115;360132
thread;28;229376;5154171;380021
thread;28;229376;5164157;380359
thread;28;229376;5131674;379538
thread;28;229376;5137216;379869
thread;28;229376;5165038;361137
thread;28;229376;5113187;380191
thread;28;229376;5135183;361398
thread;28;229376;5096218;353725
thread;28;229376;5143665;380514
thread;28;229376;5162802;381592
thread;28;229376;5127446;379357
thread;29;237568;5313564;361069
thread;29;237568;5340955;380142
thread;29;237568;5305770;381709
thread;29;237568;5336960;361104
thread;29;237568;5392829;360281
thread;29;237568;5297372;360184
thread;29;237568;5314771;360295
thread;29;237568;5322682;361453
thread;29;237568;5349550;358385
thread;29;237568;5323933;360503
thread;29;237568;5287032;361244
thread;29;237568;5353355;358847
thread;29;237568;5341286;360343
thread;29;237568;5358331;361314
thread;29;237568;5296973;361021
thread;29;237568;5342779;361434
thread;29;237568;5270777;390368
thread;29;237568;5276979;345490
thread;29;237568;5341921;380177
thread;29;237568;5295901;360088
thread;29;237568;5371485;381890
thread;29;237568;5309162;380895
thread;29;237568;5388205;350642
thread;29;237568;5305800;360403
thread;29;237568;5298298;358914
thread;29;237568;5323549;360591
thread;29;237568;5206508;359324
thread;29;237568;5313426;380376
thread;29;237568;5309905;377158
thread;29;237568;5290403;358791
thread;29;237568;5354852;381059
thread;29;237568;5279102;358710
thread;29;237568;5301045;355928
thread;29;237568;5354056;360428
thread;29;237568;5318840;380225
thread;29;237568;5324569;373360
thread;29;237568;5263032;389212
thread;29;237568;5316594;368205
thread;29;237568;5344297;380813
thread;29;237568;5289566;378481
thread;29;237568;5338140;361023
thread;29;237568;5312526;360713
thread;29;237568;5343706;360517
thread;29;237568;5270359;360084
thread;29;237568;5322242;361300
thread;29;237568;5290613;360882
thread;29;237568;5320536;359614
thread;29;237568;5305376;375960
thread;29;237568;5306450;360679
thread;29;237568;5264300;353821
